FID,Status,Score,Match_addr,City,Region,Postal,Addr_type,StreetID,X,Y,ARC_Street,ARC_City,Field1,Name,Address,City2,City1,State,Phone_Numb
77,M,100,"8598 Beechmont Ave, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000016,-84.315883,39.072047,8598 Beechmont Av,Cincinnati,59,CHICK FIL A OF BEECHMONT AVE,8598 Beechmont Av,Cincinnati,Cherry Grove,OH,513-474-2445
78,M,100,"6455 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.627834,39.151253,6455 Glenway Av,Cincinnati,366,CHIPOTLE MEXICAN GRILL,6455 Glenway Av,Cincinnati,Bridgetown,OH,513-598-4455
80,M,100,"1018 Delta Ave, Cincinnati, OH, 45208",Cincinnati,OH,45208,StreetAddress,4684000007,-84.429952,39.129236,1018 Delta Av,Cincinnati,268,SUBWAY,1018 Delta Av,Cincinnati,Mt Lookout,OH,513-321-0123
81,M,100,"3134 Harrison Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000007,-84.600847,39.151487,3134 Harrison Av,Cincinnati,270,SUBWAY,3134 Harrison Av,Cincinnati,Westwood,OH,513-407-6220
82,M,100,"8234 Colerain Ave, Cincinnati, OH, 45239",Cincinnati,OH,45239,StreetAddress,4684000017,-84.586177,39.220709,8234 Colerain Av,Cincinnati,63,BROWNSWAY WENDYS,8234 Colerain Av,Cincinnati,Colerain Township,OH,513-741-0117
83,M,100,"8234 Colerain Ave, Cincinnati, OH, 45239",Cincinnati,OH,45239,StreetAddress,4684000017,-84.586177,39.220709,8234 Colerain Av,Cincinnati,64,BROWNSWAY WENDYS,8234 Colerain Av,Cincinnati,Colerain Township,OH,513-827-9055
85,M,100,"10152 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000017,-84.60194,39.258926,10152 Colerain Av,Cincinnati,68,BROWNSWAY WENDYS,10152 Colerain Av,Cincinnati,Colerain Township,OH,513-385-5371
88,M,100,"8660 Beechmont Ave, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000007,-84.314807,39.071979,8660 Beechmont Av,Cincinnati,71,WENDYS,8660 Beechmont Av,Cincinnati,Cherry Grove,OH,513-388-0033
90,M,100,"11400 Dallas Blvd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000007,-84.565119,39.286379,11400 Dallas Blvd,Cincinnati,74,WENDYS,11400 Dallas Blvd,Cincinnati,Colerain Township,OH,513-742-9999
91,M,100,"2507 Clifton Ave, Cincinnati, OH, 45219",Cincinnati,OH,45219,StreetAddress,4684000015,-84.520853,39.128497,2507 Clifton Av,Cincinnati,380,CHIPOTLE MEXICAN GRILL INCORPORATED,2507 Clifton Av,Cincinnati,University Heights,OH,513-281-8600
93,M,100,"2238 Beechmont Ave, Cincinnati, OH, 45230",Cincinnati,OH,45230,StreetAddress,4684000008,-84.387081,39.095318,2238 Beechmont Av,Cincinnati,77,WENDYS OLD FASHIONED HAMBURGERS,2238 Beechmont Av,Cincinnati,Mt Washington,OH,513-231-4834
94,M,100,"5685 Springdale Rd, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000007,-84.627824,39.233051,5685 Springdale Rd,Cincinnati,267,SUBWAY,5685 Springdale Rd,Cincinnati,Colerain Township,OH,513-245-0142
95,M,100,"3725 Paxton Ave, Cincinnati, OH, 45209",Cincinnati,OH,45209,StreetAddress,4684000007,-84.431858,39.145177,3725 Paxton Av,Cincinnati,382,CHIPOTLE MEXICAN GRILL INCORPORATED,3725 Paxton Av,Cincinnati,Oakley,OH,513-631-3800
96,M,100,"5460 N Bend Rd, Cincinnati, OH, 45247",Cincinnati,OH,45247,StreetAddress,4684000007,-84.600149,39.189571,5460 North Bend Rd,Cincinnati,82,WENDYS OLD FASHIONED HAMBURGERS,5460 North Bend Rd,Cincinnati,Monfort Heights,OH,513-481-6018
97,M,100,"8375 Winton Rd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000015,-84.517742,39.221744,8375 Winton Rd,Cincinnati,383,CHIPOTLE MEXICAN GRILL INCORPORATED,8375 Winton Rd,Cincinnati,Finneytown,OH,513-931-9333
98,M,100,"6243 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.623917,39.14502,6243 Glenway Av,Cincinnati,83,WENDYS OLD FASHIONED HAMBURGERS,6243 Glenway Av,Cincinnati,Westwood,OH,513-481-7366
100,M,100,"5330 Ridge Rd, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000007,-84.425071,39.169932,5330 Ridge Rd,Cincinnati,84,WENDYS OLD FASHIONED HAMBURGERS,5330 Ridge Rd,Cincinnati,Columbia Township,OH,513-531-3389
105,T,100,"5218 Beechmont Ave, Cincinnati, OH, 00000",Cincinnati,OH,0,StreetAddress,4684000007,-84.397355,39.10638,5218 Beechmont Av,Cincinnati,124,STARBUCKS COFFEE,5218 Beechmont Av,Cincinnati,Anderson Township,OH,513-233-3973
106,M,100,"830 Eastgate South Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000014,-84.267271,39.094981,830 Eastgate South Dr,Cincinnati,389,FIVE GUYS,830 Eastgate South Dr,Cincinnati,Summerside,OH,513-752-1300
107,M,100,"4559 Eastgate Blvd, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000016,-84.273227,39.102249,4559 Eastgate Blvd,Cincinnati,93,WENDYS OLD FASHIONED HAMBURGERS,4559 Eastgate Blvd,Cincinnati,Summerside,OH,513-752-9225
108,M,100,"4451 Eastgate Blvd, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000007,-84.275694,39.097449,4451 Eastgate Blvd,Cincinnati,393,SONIC DRIVE IN EASTGATE,4451 Eastgate Blvd,Cincinnati,Summerside,OH,513-947-3777
109,M,100,"4601 Eastgate Blvd, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000016,-84.27348,39.102995,4601 Eastgate Blvd,Cincinnati,249,GOLD STAR CHILI,4601 Eastgate Blvd,Cincinnati,Summerside,OH,513-752-0108
110,M,100,"582 Old State Route 74, Cincinnati, OH, 45244",Cincinnati,OH,45244,StreetAddress,4684000000,-84.306057,39.111551,582 Old State Rt 74,Cincinnati,254,GOLD STAR CHILI,582 Old State Rt 74,Cincinnati,Mt Carmel,OH,513-528-0033
111,M,100,"243 Calhoun St, Cincinnati, OH, 45219",Cincinnati,OH,45219,StreetAddress,4684000015,-84.516349,39.128258,243 Calhoun St,Cincinnati,111,STARBUCKS,243 Calhoun St,Cincinnati,Clifton Heights,OH,513-281-3100
112,M,100,"5420 Ridge Rd, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000007,-84.426266,39.171254,5420 Ridge Rd,Cincinnati,248,GOLD STAR CHILI,5420 Ridge Rd,Cincinnati,Columbia Township,OH,513-631-1990
113,M,100,"5560 Glenway Ave, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.60942,39.13151,5560 Glenway Av,Cincinnati,112,STARBUCKS,5560 Glenway Av,Cincinnati,Westwood,OH,513-347-0257
117,M,100,"3026 Burnet Ave, Cincinnati, OH, 45219",Cincinnati,OH,45219,StreetAddress,4684000015,-84.501057,39.134321,3026 Burnet Av,Cincinnati,240,GOLD STAR CHILI,3026 Burnet Av,Cincinnati,Avondale,OH,513-751-4929
118,M,100,"3568 Columbia Pkwy, Cincinnati, OH, 45226",Cincinnati,OH,45226,StreetAddress,4684000007,-84.436669,39.115785,3568 Columbia Pkwy,Cincinnati,119,STARBUCKS COFFEE,3568 Columbia Pkwy,Cincinnati,Columbia Tusculum,OH,513-533-4127
121,M,100,"866 Eastgate North Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000014,-84.266905,39.096854,866 Eastgate North Dr,Cincinnati,125,STARBUCKS COFFEE,866 Eastgate North Dr,Cincinnati,Gleneste,OH,513-943-4858
123,M,100,"8549 Winton Rd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000015,-84.517272,39.223317,8549 Winton Rd,Cincinnati,154,BURGER KING,8549 Winton Rd,Cincinnati,Finneytown,OH,513-931-8134
124,M,100,"851 Eastgate South Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000014,-84.266743,39.094738,851 Eastgate South Dr,Cincinnati,196,ARBYS ROAST BEEF RESTAURANTS,851 Eastgate South Dr,Cincinnati,Summerside,OH,513-752-4222
125,M,100,"3786 Paxton Ave, Cincinnati, OH, 45209",Cincinnati,OH,45209,StreetAddress,4684000015,-84.429352,39.146456,3786 Paxton Av,Cincinnati,127,STARBUCKS COFFEE,3786 Paxton Av,Cincinnati,Oakley,OH,513-321-3373
126,M,100,"6531 Winton Rd, Cincinnati, OH, 45224",Cincinnati,OH,45224,StreetAddress,4684000008,-84.521249,39.202344,6531 Winton Rd,Cincinnati,235,GOLD STAR CHILI,6531 Winton Rd,Cincinnati,Finneytown,OH,513-541-5170
127,M,100,"6176 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.623035,39.144581,6176 Glenway Av,Cincinnati,237,GOLD STAR CHILI,6176 Glenway Av,Cincinnati,Westwood,OH,513-661-6818
129,M,100,"5015 Glenway Ave, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000007,-84.601731,39.122017,5015 Glenway Av,Cincinnati,141,BURGER KING,5015 Glenway Av,Cincinnati,Price Hill,OH,513-471-8399
130,M,100,"8253 Colerain Ave, Cincinnati, OH, 45239",Cincinnati,OH,45239,StreetAddress,4684000010,-84.586554,39.220921,8253 Colerain Av,Cincinnati,234,GOLD STAR CHILI,8253 Colerain Av,Cincinnati,Colerain Township,OH,513-385-7132
131,M,100,"9911 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000017,-84.598964,39.253018,9911 Colerain Av,Cincinnati,137,STARBUCKS COFFEE COMPANY,9911 Colerain Av,Cincinnati,Colerain Township,OH,513-245-2459
132,M,100,"6452 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.627693,39.151144,6452 Glenway Av,Cincinnati,144,BURGER KING,6452 Glenway Av,Cincinnati,Bridgetown,OH,513-574-4900
134,M,100,"10170 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000017,-84.602158,39.259342,10170 Colerain Av,Cincinnati,146,BURGER KING,10170 Colerain Av,Cincinnati,Colerain Township,OH,513-741-7373
135,M,100,"812 Eastgate South Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000014,-84.267812,39.095077,812 Eastgate South Dr,Cincinnati,147,BURGER KING,812 Eastgate South Dr,Cincinnati,Summerside,OH,513-752-8141
136,M,100,"5120 Delhi Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000015,-84.613611,39.094812,5120 Delhi Rd,Cincinnati,151,BURGER KING,5120 Delhi Rd,Cincinnati,Delhi Township,OH,513-922-1880
138,M,100,"9427 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000010,-84.594669,39.242578,9427 Colerain Av,Cincinnati,152,BURGER KING,9427 Colerain Av,Cincinnati,Colerain Township,OH,513-923-9427
140,M,100,"4540 Reading Rd, Cincinnati, OH, 45229",Cincinnati,OH,45229,StreetAddress,4684000014,-84.470526,39.166485,4540 Reading Rd,Cincinnati,247,GOLD STAR CHILI,4540 Reading Rd,Cincinnati,Bond Hill,OH,513-242-2211
142,M,100,"3725 Warsaw Ave, Cincinnati, OH, 45205",Cincinnati,OH,45205,StreetAddress,4684000008,-84.574218,39.112073,3725 Warsaw Av,Cincinnati,158,BURGER KING RESTAURANTS,3725 Warsaw Av,Cincinnati,Price Hill,OH,513-471-9955
143,M,100,"3201 Harrison Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000007,-84.603007,39.153611,3201 Harrison Av,Cincinnati,221,WHITE CASTLE SYSTEM INCORPORATED,3201 Harrison Av,Cincinnati,Westwood,OH,513-662-6000
145,M,100,"5301 Delhi Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.618561,39.093697,5301 Delhi Rd,Cincinnati,216,WHITE CASTLE SYSTEM INCORPORATED,5301 Delhi Rd,Cincinnati,Delhi Township,OH,513-451-3720
146,M,100,"3400 Central Pkwy, Cincinnati, OH, 45225",Cincinnati,OH,45225,StreetAddress,4684000007,-84.536009,39.145441,3400 Central Pkwy,Cincinnati,212,WHITE CASTLE PURCHASING COMPANY,3400 Central Pkwy,Cincinnati,University Heights,OH,513-559-0575
147,M,100,"6225 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.623368,39.144633,6225 Glenway Av,Cincinnati,172,POPEYES CHICKEN,6225 Glenway Av,Cincinnati,Westwood,OH,513-662-2191
149,M,100,"3410 Highland Ave, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000008,-84.422253,39.170591,3410 Highland Av,Cincinnati,206,WHITE CASTLE,3410 Highland Av,Cincinnati,Columbia Township,OH,513-631-5900
150,M,100,"7131 Reading Rd, Cincinnati, OH, 45237",Cincinnati,OH,45237,StreetAddress,4684000018,-84.462738,39.190532,7131 Reading Rd,Cincinnati,175,POPEYES CHICKEN BISCUITS,7131 Reading Rd,Cincinnati,Roselawn,OH,513-731-1997
151,M,100,"5015 Delhi Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000015,-84.609588,39.095215,5015 Delhi Rd,Cincinnati,183,ARBYS ROAST BEEF RESTAURANTS,5015 Delhi Rd,Cincinnati,Delhi Township,OH,513-451-5565
152,M,100,"3573 Springdale Rd, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000017,-84.595773,39.249159,3573 Springdale Rd,Cincinnati,182,ARBYS ROAST BEEF RESTAURANTS,3573 Springdale Rd,Cincinnati,Colerain Township,OH,513-385-1100
154,T,100,"Colerain Ave & Springdale Rd, Cincinnati, OH, 00000",,,,StreetInt,,-84.596789,39.248503,Colerain Av & Springdale Rd,Cincinnati,215,WHITE CASTLE SYSTEM INCORPORATED,Colerain Av & Springdale Rd,Cincinnati,Colerain Township,OH,513-385-5464
155,M,100,"7790 Beechmont Ave, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000008,-84.341054,39.072761,7790 Beechmont Av,Cincinnati,184,ARBYS ROAST BEEF RESTAURANTS,7790 Beechmont Av,Cincinnati,Anderson Township,OH,513-474-5880
156,M,100,"6271 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.624903,39.145844,6271 Glenway Av,Cincinnati,191,ARBYS ROAST BEEF RESTAURANTS,6271 Glenway Av,Cincinnati,Bridgetown,OH,513-661-0088
157,M,100,"8657 Winton Rd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000007,-84.516425,39.224556,8657 Winton Rd,Cincinnati,187,ARBYS ROAST BEEF RESTAURANTS,8657 Winton Rd,Cincinnati,Finneytown,OH,513-521-0332
159,M,100,"6330 Hamilton Cleves Rd, Cleves, OH, 45002",Cleves,OH,45002,StreetAddress,4684000008,-84.706436,39.209056,6330 Hamilton Cleves Rd,Cleves,80,WENDYS OLD FASHIONED HAMBURGERS,6330 Hamilton Cleves Rd,Cleves,Whitewater Twp,OH,513-353-9355
160,M,100,"1000 Brown St, Dayton, OH, 45409",Dayton,OH,45409,StreetAddress,4684000016,-84.182937,39.745385,1000 Brown St,Dayton,349,TACO BELL,1000 Brown St,Dayton,Dayton,OH,937-461-9568
161,M,100,"4871 Reading Rd, Cincinnati, OH, 45237",Cincinnati,OH,45237,StreetAddress,4684000007,-84.467118,39.175093,4871 Reading Rd,Cincinnati,312,RICHIES FAST FOOD RESTAURANT,4871 Reading Rd,Cincinnati,Bond Hill,OH,513-641-1878
173,M,100,"3126 Exon Ave, Evendale, OH, 45241",Evendale,OH,45241,StreetAddress,4684000008,-84.421203,39.260295,3126 Exon Av,Evendale,211,WHITE CASTLE PURCHASING,3126 Exon Av,Evendale,Evendale,OH,513-563-2290
176,M,100,"10425 Reading Rd, Evendale, OH, 45241",Evendale,OH,45241,StreetAddress,4684000017,-84.422353,39.254731,10425 Reading Rd,Evendale,143,BURGER KING,10425 Reading Rd,Evendale,Evendale,OH,513-563-1525
177,M,100,"10365 Reading Rd, Evendale, OH, 45241",Evendale,OH,45241,StreetAddress,4684000010,-84.42337,39.253291,10365 Reading Rd,Evendale,189,ARBYS ROAST BEEF RESTAURANTS,10365 Reading Rd,Evendale,Evendale,OH,513-563-7303
178,M,100,"10775 Reading Rd, Evendale, OH, 45241",Evendale,OH,45241,StreetAddress,4684000017,-84.417076,39.26213,10775 Reading Rd,Evendale,94,WENDYS OLD FASHIONED HAMBURGERS,10775 Reading Rd,Evendale,Evendale,OH,513-769-6789
179,M,100,"3994 Red Bank Rd, Fairfax, OH, 45227",Fairfax,OH,45227,StreetAddress,4684000014,-84.404586,39.14823,3994 Red Bank Rd,Fairfax,70,WENDYS,3994 Red Bank Rd,Fairfax,Fairfax,OH,513-271-1467
182,M,100,"6213 Wooster Pike, Fairfax, OH, 45227",Fairfax,OH,45227,StreetAddress,4684000007,-84.387709,39.143186,6213 Wooster Pike,Fairfax,364,CHIPOTLE MEXICAN GRILL,6213 Wooster Pike,Fairfax,Fairfax,OH,513-561-5600
183,M,100,"470 Nilles Rd, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000009,-84.563302,39.337919,470 Nilles Rd,Fairfield,241,GOLD STAR CHILI,470 Nilles Rd,Fairfield,Fairfield,OH,513-858-3400
184,M,100,"558 Nilles Rd, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000009,-84.561247,39.33783,558 Nilles Rd,Fairfield,199,ARBYS ROAST BEEF RESTAURANTS,558 Nilles Rd,Fairfield,Fairfield,OH,513-829-5253
186,M,100,"6755 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000008,-84.495606,39.318661,6755 Dixie Hwy,Fairfield,258,GOLD STAR CHILI FAIRFIELD,6755 Dixie Hwy,Fairfield,Fairfield,OH,513-860-4822
187,M,100,"5410 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000001,-84.527174,39.335606,5410 Dixie Hwy,Fairfield,378,CHIPOTLE MEXICAN GRILL,5410 Dixie Hwy,Fairfield,Fairfield,OH,513-939-3600
188,M,100,"5102 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000004,-84.534254,39.339786,5102 Dixie Hwy,Fairfield,170,POPEYE CHICKEN,5102 Dixie Hwy,Fairfield,Fairfield,OH,513-939-1555
189,M,100,"5590 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000014,-84.521937,39.332816,5590 Dixie Hwy,Fairfield,210,WHITE CASTLE,5590 Dixie Hwy,Fairfield,Fairfield,OH,513-942-1186
190,M,100,"650 Nilles Rd, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000008,-84.558726,39.337715,650 Nilles Rd,Fairfield,340,TACO BELL,650 Nilles Rd,Fairfield,Fairfield,OH,513-829-1359
191,M,100,"4730 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000014,-84.541371,39.34783,4730 Dixie Hwy,Fairfield,98,WENDYS OLD FASHIONED HAMBURGERS,4730 Dixie Hwy,Fairfield,Fairfield,OH,513-829-1938
192,M,100,"5440 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000001,-84.526242,39.335103,5440 Dixie Hwy,Fairfield,126,STARBUCKS COFFEE,5440 Dixie Hwy,Fairfield,Fairfield,OH,513-939-2999
193,M,100,"4760 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000001,-84.540858,39.347168,4760 Dixie Hwy,Fairfield,45,MCDONALDS,4760 Dixie Hwy,Fairfield,Fairfield,OH,513-829-9000
194,M,100,"6755 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000008,-84.495606,39.318661,6755 Dixie Hwy,Fairfield,242,GOLD STAR CHILI,6755 Dixie Hwy,Fairfield,Fairfield,OH,513-860-0444
195,M,100,"4820 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000001,-84.540205,39.346379,4820 Dixie Hwy,Fairfield,287,SUBWAY,4820 Dixie Hwy,Fairfield,Fairfield,OH,513-829-1986
196,M,100,"6735 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000008,-84.495869,39.31879,6735 Dixie Hwy,Fairfield,202,ARBYS ROAST BEEF RESTAURANTS,6735 Dixie Hwy,Fairfield,Fairfield,OH,513-870-0228
197,M,100,"6600 Dixie Hwy, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000008,-84.497872,39.319833,6600 Dixie Hwy,Fairfield,288,SUBWAY,6600 Dixie Hwy,Fairfield,Fairfield,OH,513-874-1303
198,M,100,"2290 Waycross Rd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.563888,39.27973,2290 Waycross Rd,Forest Park,10,MCDONALDS,2290 Waycross Rd,Forest Park,Forest Park,OH,513-407-8125
199,M,100,"2290 Waycross Rd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.563888,39.27973,2290 Waycross Rd,Forest Park,11,MCDONALDS,2290 Waycross Rd,Forest Park,Forest Park,OH,513-407-8761
200,M,100,"2290 Waycross Rd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.563888,39.27973,2290 Waycross Rd,Forest Park,9,MCDONALDS,2290 Waycross Rd,Forest Park,Forest Park,OH,513-407-7585
201,M,100,"1150 W Kemper Rd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000017,-84.521742,39.28909,1150 West Kemper Rd,Forest Park,286,SUBWAY,1150 West Kemper Rd,Forest Park,Forest Park,OH,513-825-6704
202,M,100,"2290 Waycross Rd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.563888,39.27973,2290 Waycross Rd,Forest Park,13,MCDONALDS,2290 Waycross Rd,Forest Park,Forest Park,OH,513-429-2032
203,M,100,"2290 Waycross Rd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.563888,39.27973,2290 Waycross Rd,Forest Park,48,MCDONALDS,2290 Waycross Rd,Forest Park,Forest Park,OH,513-851-3735
204,M,100,"11898 Chase Plaza Dr, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000017,-84.525171,39.296203,11898 Chase Plaza Dr,Forest Park,99,WENDYS OLD FASHIONED HAMBURGERS,11898 Chase Plaza Dr,Forest Park,Forest Park,OH,513-851-1502
205,M,100,"1165 Kemper Meadow Dr, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000015,-84.521702,39.292567,1165 Kemper Meadow Dr,Forest Park,176,POPEYES CHICKEN BISCUITS,1165 Kemper Meadow Dr,Forest Park,Forest Park,OH,513-742-4888
206,M,100,"631 Northland Blvd, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.495898,39.281388,631 Northland Blvd,Forest Park,44,MCDONALDS,631 Northland Blvd,Forest Park,Forest Park,OH,513-825-5210
207,M,100,"1150 Smiley Ave, Forest Park, OH, 45240",Forest Park,OH,45240,StreetAddress,4684000008,-84.523004,39.296821,1150 Smiley Av,Forest Park,135,STARBUCKS COFFEE COMPANY,1150 Smiley Av,Forest Park,Forest Park,OH,513-648-9816
210,M,100,"6776 Goshen Rd, Goshen, OH, 45122",Goshen,OH,45122,StreetAddress,4684000000,-84.157673,39.230321,6776 Goshen Rd,Goshen,31,MCDONALDS,6776 Goshen Rd,Goshen,Goshen,OH,513-722-2070
212,M,100,"1261 State Route 125, Hamersville, OH, 45130",Hamersville,OH,45130,StreetAddress,4684000006,-84.012457,38.935049,1261 State Rt 125,Hamersville,37,MCDONALDS,1261 State Rt 125,Hamersville,Pierce Township,OH,513-753-6100
218,M,100,"1700 S Erie Blvd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000009,-84.549768,39.379836,1700 S Erie Blvd,Hamilton,252,GOLD STAR CHILI,1700 S Erie Blvd,Hamilton,Hamilton,OH,513-896-9715
219,M,100,"6651 State Route 123, Franklin, OH, 45005",Franklin,OH,45005,StreetAddress,4684000006,-84.290178,39.539852,6651 State Rte 123,Franklin,108,WENDYS OLD FASHIONED HAMBURGERS,6651 State Rte 123,Franklin,Franklin,OH,937-743-1274
231,M,100,"10894 New Haven Rd, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000015,-84.801416,39.25909,10894 New Haven Rd,Harrison,140,BURGER KING,10894 New Haven Rd,Harrison,Harrison,OH,513-367-0609
232,M,100,"589 Ring Rd, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000014,-84.79538,39.25854,589 Ring Rd,Harrison,354,CHIPOTLE MEXICAN GRILL,589 Ring Rd,Harrison,Harrison,OH,513-202-1420
233,M,100,"10910 New Haven Rd, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000015,-84.801709,39.258931,10910 New Haven Rd,Harrison,213,WHITE CASTLE SYSTEM INCORPORATED,10910 New Haven Rd,Harrison,Harrison,OH,513-367-5553
234,M,100,"10423 Harrison Ave, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000007,-84.787692,39.248701,10423 Harrison Av,Harrison,318,TACO BELL,10423 Harrison Av,Harrison,Harrison,OH,513-202-0285
235,M,100,"10940 New Haven Rd, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000015,-84.802256,39.258526,10940 New Haven Rd,Harrison,81,WENDYS OLD FASHIONED HAMBURGERS,10940 New Haven Rd,Harrison,Harrison,OH,513-367-2886
236,M,100,"10890 New Haven Rd, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000015,-84.801338,39.259127,10890 New Haven Rd,Harrison,181,ARBYS ROAST BEEF RESTAURANTS,10890 New Haven Rd,Harrison,Harrison,OH,513-367-5806
237,M,100,"10554 Harrison Ave, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000008,-84.794153,39.252674,10554 Harrison Av,Harrison,324,TACO BELL,10554 Harrison Av,Harrison,Harrison,OH,513-367-5970
247,M,100,"6494 Brandt Pike, Huber Heights, OH, 45424",Huber Heights,OH,45424,StreetAddress,4684000002,-84.114111,39.846659,6494 Brandt Pike,Huber Heights,162,KENTUCKY FRIED CHICKEN,6494 Brandt Pike,Huber Heights,Huber Heights,OH,937-233-5205
263,M,100,"9537 Mangham Dr, Lincoln Heights, OH, 45215",Lincoln Heights,OH,45215,StreetAddress,4684000008,-84.452195,39.237171,9537 Mangham Dr,Lincoln Heights,90,WENDYS OLD FASHIONED HAMBURGERS,9537 Mangham Dr,Lincoln Heights,Lincoln Heights,OH,513-733-5149
264,M,100,"9557 Mangham Dr, Lincoln Heights, OH, 45215",Lincoln Heights,OH,45215,StreetAddress,4684000008,-84.452289,39.238253,9557 Mangham Dr,Lincoln Heights,338,TACO BELL,9557 Mangham Dr,Lincoln Heights,Lincoln Heights,OH,513-769-8226
