"id","id2","geography","population","population.moe","mpop","mpop.moe","fpop","fpop.moe","white","white.moe","black","black.moe","ind.alaska","ind.alaska.moe","asian","asian.moe","hawaiian","hawaiian.moe","other","other.moe","two.races","two.races.moe","hispanic","hispanic.moe","fam.houses","fam.houses.moe","married.fams","married.fams.moe","nonfam.houses","nonfam.houses.moe","highschool","highschool.moe","ged","ged.moe","less1yr.college","less1yr.college.moe","some.college","some.college.moe","associates","associates.moe","bachelors","bachelors.moe","masters","masters.moe","professional","professional.moe","doctorate","doctorate.moe","med.income","med.income.moe","pc.income","pc.income.moe","poverty","poverty.moe","med.home.val","med.home.val.moe","m.18to19","m.18to19.moe","m.20","m.20.moe","m.21","m.21.moe","m.22to24","m.22to24.moe","m.25to29","m.25to29.moe","m.30to34","m.30to34.moe","m.35to39","m.35to39.moe","m.40to44","m.40to44.moe","m.45to49","m.45to49.moe","m.50to54","m.50to54.moe","m.55to59","m.55to59.moe","m.60to61","m.60to61.moe","m.62to64","m.62to64.moe","m.65to66","m.65to66.moe","m.67to69","m.67to69.moe","m.70to74","m.70to74.moe","m.75to79","m.75to79.moe","m.80to84","m.80to84.moe","m.85up","m.85up.moe","f.18to19","f.18to19.moe","f.20","f.20.moe","f.21","f.21.moe","f.22to24","f.22to24.moe","f.25to29","f.25to29.moe","f.30to34","f.30to34.moe","f.35to39","f.35to39.moe","f.40to44","f.40to44.moe","f.45to49","f.45to49.moe","f.50to54","f.50to54.moe","f.55to59","f.55to59.moe","f.60to61","f.60to61.moe","f.62to64","f.62to64.moe","f.65to66","f.65to66.moe","f.67to69","f.67to69.moe","f.70to74","f.70to74.moe","f.75to79","f.75to79.moe","f.80to84","f.80to84.moe","f.85up","f.85up.moe","pc_high_school_graduates_25older","pc_not_high_school_graduates_16to19","jobless_16_19","median_size_over_3"
"1500000US390610207613",3.9061e+11,"Block Group 3, Census Tract 207.61, Hamilton County, Ohio",660,276,295,142,365,157,660,276,0,11,0,11,0,11,0,11,0,11,0,11,0,11,198,91,142,58,62,49,187,102,0,11,8,14,50,49,35,55,96,52,81,66,0,11,0,11,"78721","27001",35520,5671,0,11,"120900","19153",0,11,18,29,0,11,21,32,24,38,19,31,0,11,6,11,15,25,23,36,64,50,0,11,26,33,0,11,0,11,0,11,0,11,20,31,0,11,0,11,7,19,0,11,21,34,21,32,18,30,0,11,43,69,15,24,97,53,18,28,20,31,0,11,0,11,0,11,0,11,8,14,20,32,10,15,0.978586723768737,0,1,1
"1500000US390610207614",3.9061e+11,"Block Group 4, Census Tract 207.61, Hamilton County, Ohio",1902,454,837,237,1065,313,1593,403,201,262,10,18,30,33,0,11,0,11,68,91,0,11,603,168,442,123,245,99,511,183,21,22,175,139,157,93,123,81,146,103,48,47,9,15,31,37,"61417","22927",26164,4270,13,21,"131100","8666",0,11,0,11,0,11,10,16,57,59,77,77,82,86,55,81,44,56,0,11,122,83,21,33,22,35,20,31,64,71,19,21,28,25,18,19,19,29,0,11,55,73,0,11,52,53,102,127,0,11,123,117,117,96,15,24,10,18,73,47,0,11,95,67,28,35,49,40,38,30,10,15,17,20,55,50,0.884782608695652,1,0.630952380952381,1
"1500000US390610207615",3.9061e+11,"Block Group 5, Census Tract 207.61, Hamilton County, Ohio",1586,813,703,354,883,484,1214,793,323,279,0,11,7,12,0,11,0,11,42,72,22,45,295,129,229,110,228,137,319,178,11,22,58,44,208,123,141,128,118,100,9,15,0,11,0,11,"52641","37565",17564,6834,39,46,"144600","48034",17,29,0,11,0,11,0,11,119,142,0,11,98,87,0,11,20,23,45,61,35,44,52,81,0,11,0,11,9,15,0,11,21,23,0,11,0,11,0,11,0,11,40,65,0,11,71,96,80,77,39,46,10,16,28,34,96,108,50,61,18,31,12,21,68,78,19,21,20,23,10,15,0,11,12,20,0.927038626609442,0,0.540540540540541,1
"1500000US390610207616",3.9061e+11,"Block Group 6, Census Tract 207.61, Hamilton County, Ohio",1053,533,668,391,385,176,450,252,155,134,0,11,448,489,0,11,0,11,0,11,0,11,243,122,224,121,209,134,49,31,42,69,19,19,88,89,90,92,55,56,48,75,0,11,0,11,"63333","32010",37248,22759,0,11,"144300","15695",18,28,0,11,38,57,0,11,49,64,0,11,0,11,49,73,107,99,0,11,140,135,0,11,7,12,0,11,18,22,10,16,10,16,9,15,11,17,0,11,0,11,0,11,36,56,23,32,0,11,0,11,51,74,54,65,48,75,0,11,23,38,0,11,8,15,58,53,10,16,10,16,43,40,11,18,0.522029372496662,0,1,1
"1500000US390610207621",3.9061e+11,"Block Group 1, Census Tract 207.62, Hamilton County, Ohio",2180,276,1015,181,1165,160,1510,255,533,183,0,11,98,93,0,11,0,11,39,43,24,36,547,93,326,90,299,92,447,138,89,77,114,57,195,78,224,82,117,64,33,31,10,16,0,11,"45270","4235",23718,5047,66,39,"97400","9298",18,23,0,11,22,23,66,48,81,58,45,36,111,58,70,62,52,37,114,68,36,29,7,12,49,44,16,18,28,24,27,25,0,11,8,13,17,14,24,30,0,11,27,31,41,30,109,65,47,30,36,32,84,47,97,56,100,57,53,40,23,24,64,47,0,11,82,68,28,24,0,11,10,15,30,28,0.863061797752809,0,0.439024390243902,1
"1500000US390610207622",3.9061e+11,"Block Group 2, Census Tract 207.62, Hamilton County, Ohio",1177,296,616,169,561,174,798,278,365,185,0,11,0,11,0,11,0,11,14,22,12,20,272,76,175,60,174,78,321,169,0,11,41,33,123,69,178,95,62,45,0,11,0,11,0,11,"37500","14083",22533,7770,87,58,"79400","49094",11,18,13,20,0,11,51,53,0,11,24,27,13,21,26,28,67,47,43,56,120,78,48,61,15,19,0,11,18,21,14,22,0,11,0,11,0,11,0,11,0,11,0,11,20,23,0,11,132,94,62,42,33,30,0,11,84,62,23,21,38,57,0,11,6,11,0,11,0,11,0,11,0,11,10,16,0.934278350515464,0,0.363636363636364,1
"1500000US390610208021",3.9061e+11,"Block Group 1, Census Tract 208.02, Hamilton County, Ohio",2552,491,1223,304,1329,268,2082,467,263,218,0,11,23,39,0,11,0,11,184,239,0,11,676,127,583,137,259,118,512,154,3,9,147,77,111,70,128,84,440,271,157,89,20,32,16,28,"59250","25336",25202,3443,26,42,"131500","19995",32,45,0,11,32,51,0,11,46,48,94,131,128,113,27,36,73,74,110,77,97,93,31,26,10,18,19,21,59,43,74,53,31,24,7,12,29,34,80,69,34,55,17,27,30,34,37,45,214,145,26,45,37,41,87,78,89,51,93,61,2,8,11,18,39,36,59,44,38,38,65,40,33,36,35,42,0.902352941176471,0,0.754098360655738,1
"1500000US390610208022",3.9061e+11,"Block Group 2, Census Tract 208.02, Hamilton County, Ohio",1124,380,529,179,595,230,1023,367,101,160,0,11,0,11,0,11,0,11,0,11,0,11,305,89,305,89,105,61,169,95,89,64,0,11,221,108,90,69,165,88,28,32,10,20,10,16,"58674","3749",35076,14327,49,63,"250900","34777",52,64,0,11,0,11,0,11,0,11,44,65,66,64,0,11,86,59,18,30,61,57,19,22,48,32,7,15,0,11,34,51,0,11,0,11,17,27,0,11,0,11,0,11,11,17,10,20,30,38,89,87,8,16,65,56,0,11,71,59,41,29,29,28,16,27,33,50,16,26,0,11,0,11,0,11,0.967821782178218,0,0.60377358490566,1
"1500000US390610208023",3.9061e+11,"Block Group 3, Census Tract 208.02, Hamilton County, Ohio",1634,323,781,170,853,196,1491,368,97,106,0,11,0,11,0,11,0,11,46,75,0,11,438,88,378,92,120,57,356,109,16,27,69,39,123,76,109,60,365,151,103,73,13,21,10,19,"91250","14178",34536,4767,0,11,"199300","29979",22,19,0,11,0,11,11,19,100,64,0,11,47,56,24,42,51,36,38,32,115,62,36,30,33,34,0,11,7,14,38,35,28,36,39,44,0,11,0,11,0,11,0,11,27,37,84,80,2,5,49,58,53,56,51,35,62,43,115,61,9,16,34,39,6,12,37,43,89,56,49,49,18,31,10,15,0.950980392156863,0,0.515384615384615,1
"1500000US390610208111",3.9061e+11,"Block Group 1, Census Tract 208.11, Hamilton County, Ohio",1705,518,828,258,877,290,1130,316,575,370,0,11,0,11,0,11,0,11,0,11,18,28,457,149,385,166,88,60,103,94,18,33,88,79,350,222,126,57,289,124,26,24,0,11,0,11,"77601","7153",27635,3046,0,11,"118900","8262",29,30,0,11,21,35,21,35,18,33,39,46,28,34,212,117,49,54,65,50,39,45,21,31,13,21,11,18,0,11,5,9,10,15,8,13,0,11,0,11,0,11,0,11,0,11,124,121,48,49,68,72,71,57,71,59,60,53,12,22,33,37,0,11,8,15,0,11,9,16,8,13,0,11,0,11,0.970873786407767,0,0.547368421052632,0
"1500000US390610208112",3.9061e+11,"Block Group 2, Census Tract 208.11, Hamilton County, Ohio",1200,278,500,145,700,159,1169,287,0,11,0,11,22,34,0,11,0,11,9,17,0,11,367,94,222,87,172,62,282,143,10,17,89,56,108,76,65,51,171,92,86,52,0,11,15,25,"56094","13476",29983,6754,32,43,"133300","8006",22,34,33,43,50,49,30,29,12,21,17,26,19,24,36,42,11,18,85,64,5,15,0,11,12,20,10,16,0,11,54,49,22,27,11,18,20,16,20,33,0,11,0,11,36,38,13,23,32,35,11,19,69,66,63,50,96,63,51,42,21,34,27,32,19,22,8,14,30,29,31,29,21,25,62,48,0.951612903225806,0,0.476190476190476,1
"1500000US390610208113",3.9061e+11,"Block Group 3, Census Tract 208.11, Hamilton County, Ohio",2307,569,1157,350,1150,286,1770,520,504,376,0,11,17,26,0,11,0,11,16,25,1,2,762,191,610,159,211,121,304,141,9,15,60,51,256,158,232,113,302,125,253,144,38,56,115,118,"73774","23385",44776,18030,67,76,"152100","17482",0,11,25,41,0,11,0,11,123,92,66,65,43,38,68,91,47,49,0,11,207,102,50,50,0,11,11,19,32,31,63,63,8,14,31,53,11,17,18,32,0,11,0,11,0,11,143,91,137,95,65,64,77,89,64,60,42,47,177,119,13,20,51,39,22,24,11,17,27,28,9,14,40,55,11,16,0.951485748938751,1,1,1
"1500000US390610208114",3.9061e+11,"Block Group 4, Census Tract 208.11, Hamilton County, Ohio",1614,569,926,411,688,232,534,357,788,379,0,11,11,18,0,11,83,91,198,289,120,109,420,191,169,109,266,112,137,94,44,71,41,36,190,112,89,101,78,66,108,96,31,50,0,11,"23514","5027",17012,6144,89,93,"117600","14768",31,47,98,157,0,11,0,11,80,99,0,11,21,38,0,11,60,63,56,61,0,11,12,19,49,53,0,11,31,48,0,11,37,59,0,11,0,11,0,11,0,11,0,11,130,167,124,97,22,39,40,62,34,52,63,97,53,46,50,45,0,11,22,35,0,11,0,11,58,63,17,25,15,21,0,11,0.850710900473934,0,0,1
"1500000US390610208121",3.9061e+11,"Block Group 1, Census Tract 208.12, Hamilton County, Ohio",1110,203,525,129,585,138,1103,201,0,11,0,11,7,12,0,11,0,11,0,11,0,11,353,81,276,60,225,72,260,118,46,49,57,33,91,53,81,57,211,94,150,60,11,16,12,18,"65074","21387",36956,5185,0,11,"205900","12051",0,11,0,11,0,11,47,52,7,11,24,27,9,16,14,15,38,41,38,48,32,28,8,12,54,33,9,14,33,27,45,30,15,17,41,28,59,59,0,11,0,11,0,11,10,16,0,11,30,30,8,13,32,48,0,11,9,14,66,62,34,27,29,27,36,26,13,16,68,32,16,17,74,45,108,69,0.968387776606955,1,1,1
"1500000US390610208122",3.9061e+11,"Block Group 2, Census Tract 208.12, Hamilton County, Ohio",1478,241,685,142,793,149,1192,242,220,156,0,11,66,75,0,11,0,11,0,11,0,11,418,72,331,71,160,49,229,71,19,22,48,35,93,48,189,84,264,105,95,44,0,11,9,14,"92344","22456",37711,4187,29,30,"191700","27037",0,11,0,11,0,11,31,32,31,33,62,45,32,25,28,35,11,14,78,47,59,41,33,30,10,16,16,17,17,21,36,27,9,13,31,28,16,18,15,22,41,37,0,11,10,16,38,42,77,43,32,37,24,20,24,27,97,55,110,55,9,15,16,20,31,26,25,23,26,20,15,16,18,21,9,13,0.927450980392157,0,0.719298245614035,1
"1500000US390610208123",3.9061e+11,"Block Group 3, Census Tract 208.12, Hamilton County, Ohio",1649,171,844,125,805,100,1597,174,34,41,0,11,0,11,0,11,0,11,18,22,0,11,526,67,424,68,181,70,304,84,0,11,68,35,149,78,134,61,305,89,146,53,23,26,32,30,"78828","6654",38751,5860,32,23,"200000","14669",36,34,23,25,13,20,18,19,41,31,32,24,70,55,51,29,51,43,67,34,58,33,32,27,0,11,0,11,49,31,63,37,26,22,36,23,7,11,24,26,0,11,0,11,29,27,32,26,41,26,39,36,42,25,0,11,110,44,70,36,10,15,36,26,36,30,54,42,36,27,45,28,25,23,50,42,0.96029776674938,0,0.450980392156863,1
"1500000US390610209011",3.9061e+11,"Block Group 1, Census Tract 209.01, Hamilton County, Ohio",1370,250,567,142,803,181,1130,229,111,81,0,11,16,26,0,11,23,34,90,78,73,98,387,88,215,69,248,77,339,117,27,43,99,71,187,79,106,56,71,42,102,59,0,11,38,46,"47587","15266",24147,4381,96,72,"95800","10279",0,11,0,11,0,11,0,11,96,68,34,30,54,47,65,55,33,29,45,52,11,17,10,17,13,18,17,20,24,23,8,13,25,24,33,48,18,19,12,19,0,11,0,11,74,64,35,31,38,40,69,38,26,19,65,54,70,53,42,50,0,11,28,24,13,16,43,28,44,36,52,53,0,11,17,19,0.942607003891051,0,0.428571428571429,1
"1500000US390610209012",3.9061e+11,"Block Group 2, Census Tract 209.01, Hamilton County, Ohio",1070,224,530,126,540,151,972,219,48,53,8,14,0,11,0,11,0,11,42,51,0,11,271,84,187,76,183,73,319,147,49,30,38,33,99,58,75,54,104,57,17,32,0,11,0,11,"48182","16135",24127,3697,34,25,"91400","11672",0,11,12,17,0,11,7,10,52,52,107,72,16,20,69,46,12,16,62,48,21,26,12,19,24,24,0,11,0,11,7,11,23,22,0,11,0,11,0,11,0,11,0,11,7,11,24,30,51,48,28,24,39,36,46,54,12,18,19,23,11,20,21,25,18,21,0,11,22,21,33,20,21,32,54,43,0.871890547263682,1,0.734177215189873,1
"1500000US390610209013",3.9061e+11,"Block Group 3, Census Tract 209.01, Hamilton County, Ohio",1099,238,595,148,504,127,918,248,140,119,0,11,0,11,0,11,31,46,10,14,167,181,263,79,180,80,214,66,276,90,47,45,21,22,83,52,74,54,123,62,47,36,0,11,12,19,"44702","8606",22474,2816,0,11,"95100","6545",11,18,0,11,6,11,9,13,70,54,72,48,37,26,31,23,53,49,11,20,30,27,0,11,50,32,14,16,8,12,0,11,11,17,25,37,8,12,7,11,0,11,8,11,31,39,12,19,31,30,38,32,51,43,37,43,48,40,25,29,22,24,26,38,0,11,0,11,0,11,18,21,18,20,22,22,0.889322916666667,0,0.787878787878788,1
"1500000US390610209021",3.9061e+11,"Block Group 1, Census Tract 209.02, Hamilton County, Ohio",1631,464,804,226,827,300,1524,482,107,130,0,11,0,11,0,11,0,11,0,11,0,11,376,156,311,137,348,176,192,66,134,151,103,130,54,55,229,164,245,142,68,84,0,11,34,54,"-","**",26421,9852,159,164,"107100","18403",0,11,0,11,45,62,0,11,292,187,121,124,46,52,0,11,0,11,0,11,62,62,17,28,4,10,0,11,50,54,27,30,0,11,23,30,5,13,0,11,0,11,17,28,142,134,92,130,96,92,16,28,15,33,13,21,94,81,29,36,0,11,4,10,12,20,51,56,41,39,0,11,7,16,6,13,0.943009795191451,0,0,1
"1500000US390610209022",3.9061e+11,"Block Group 2, Census Tract 209.02, Hamilton County, Ohio",771,320,360,167,411,175,518,243,253,194,0,11,0,11,0,11,0,11,0,11,8,16,85,74,42,45,298,165,41,35,0,11,10,22,79,63,107,113,103,122,17,27,117,191,0,11,"17893","4160",14460,5386,43,64,"125600","83806",62,96,0,11,0,11,16,28,56,91,0,11,106,109,0,11,22,28,0,11,22,31,0,11,8,20,0,11,0,11,0,11,0,11,3,12,0,11,0,11,0,11,17,30,0,11,61,100,8,16,108,121,43,64,0,11,30,44,11,21,8,20,0,11,0,11,8,19,11,19,22,31,0,11,37,46,0.840425531914894,0,0,1
"1500000US390610209023",3.9061e+11,"Block Group 3, Census Tract 209.02, Hamilton County, Ohio",920,370,385,150,535,250,690,293,213,285,0,11,0,11,0,11,0,11,17,28,0,11,164,79,74,55,192,118,62,60,54,72,22,35,18,29,160,136,145,141,23,38,16,26,44,36,"61417","33225",27316,10210,28,35,"102800","25435",0,11,0,11,17,27,17,27,47,59,0,11,0,11,39,50,68,91,48,52,57,56,4,9,0,11,0,11,0,11,12,18,0,11,0,11,14,22,0,11,21,32,16,31,11,19,32,56,69,90,0,11,10,16,43,58,33,54,68,59,4,9,0,11,0,11,0,11,25,32,0,11,0,11,0,11,0.949389179755672,0,1,1
"1500000US390610209024",3.9061e+11,"Block Group 4, Census Tract 209.02, Hamilton County, Ohio",1254,423,578,194,676,256,871,368,303,291,0,11,14,27,0,11,0,11,66,109,0,11,230,114,97,56,368,161,194,108,60,78,86,97,105,124,25,26,86,97,23,27,0,11,0,11,"41126","19609",19982,4498,0,11,"76300","5655",0,11,0,11,30,45,72,118,35,56,79,69,49,77,79,113,6,14,18,33,33,38,0,11,9,16,0,11,0,11,16,25,8,15,0,11,0,11,0,11,63,80,32,51,97,115,0,11,17,29,69,92,106,95,16,31,47,53,36,34,0,11,13,20,0,11,0,11,22,24,0,11,0,11,16,25,0.859050445103858,0,1,1
"1500000US390610209025",3.9061e+11,"Block Group 5, Census Tract 209.02, Hamilton County, Ohio",972,369,380,152,592,237,945,356,0,11,0,11,0,11,0,11,0,11,27,123,0,11,255,88,213,86,134,110,359,178,37,43,67,67,122,81,74,65,24,30,24,29,5,9,0,11,"39391","19716",26860,10495,52,54,"83900","8693",0,11,0,11,15,27,0,11,55,74,20,38,0,11,0,11,21,34,130,81,6,14,21,37,0,11,0,11,0,11,50,55,0,11,0,11,0,11,0,11,0,11,0,11,0,11,39,48,70,81,12,22,20,33,62,70,36,40,101,95,0,11,0,11,0,11,16,26,48,55,23,26,0,11,0,11,0.975342465753425,0,0,0
"1500000US390610210011",3.9061e+11,"Block Group 1, Census Tract 210.01, Hamilton County, Ohio",1304,294,552,192,752,148,1216,294,77,81,0,11,0,11,0,11,7,11,4,8,0,11,275,90,131,63,308,82,293,88,18,20,109,67,77,50,111,60,106,55,47,42,0,11,0,11,"34972","12452",21116,3162,75,45,"90700","27353",6,10,22,21,23,34,17,19,26,23,54,54,19,22,41,26,10,15,45,47,8,12,7,12,9,14,8,12,8,12,19,19,22,23,13,16,26,26,15,20,0,11,24,36,49,51,63,55,86,56,18,22,18,21,28,26,40,29,18,19,0,11,0,11,12,17,3,9,32,19,56,32,34,37,136,82,0.885913853317811,0,0.8,1
"1500000US390610210012",3.9061e+11,"Block Group 2, Census Tract 210.01, Hamilton County, Ohio",1854,228,876,136,978,173,1679,206,87,110,0,11,11,13,0,11,8,11,69,55,0,11,487,82,314,59,255,80,567,90,45,32,67,37,192,68,170,66,111,67,27,25,17,20,9,13,"64700","6599",27536,3507,31,37,"105500","9558",0,11,0,11,8,13,57,39,82,55,35,29,85,55,40,31,50,36,70,44,39,37,26,25,30,28,18,20,61,29,38,23,0,11,0,11,8,13,9,15,5,9,9,15,70,47,105,56,78,37,20,21,71,40,41,29,92,52,53,33,8,13,77,37,0,11,44,27,36,25,9,15,8,12,38,27,0.954833597464342,0,0.780487804878049,1
"1500000US390610210021",3.9061e+11,"Block Group 1, Census Tract 210.02, Hamilton County, Ohio",1361,210,731,161,630,159,1308,200,34,52,0,11,0,11,0,11,0,11,19,27,0,11,393,64,289,70,56,30,337,112,51,39,89,44,152,81,48,33,100,54,30,22,10,16,0,11,"75545","9784",24417,2733,26,26,"113700","3468",11,18,6,10,0,11,6,10,59,48,71,41,86,48,18,20,32,24,36,25,0,11,18,18,63,55,14,14,13,15,12,15,0,11,8,12,6,9,10,16,9,16,0,11,8,12,20,21,69,61,69,43,20,21,34,25,41,49,81,53,32,47,9,15,6,8,19,17,11,14,8,13,0,11,28,21,0.925254813137033,0,0.686567164179104,1
"1500000US390610210022",3.9061e+11,"Block Group 2, Census Tract 210.02, Hamilton County, Ohio",1101,230,537,149,564,117,1076,236,0,11,0,11,0,11,0,11,0,11,25,29,13,25,272,67,176,64,188,61,231,74,8,15,86,43,71,49,67,42,84,44,86,57,10,17,8,13,"58919","10163",29220,3521,19,15,"125700","8007",40,39,23,34,8,13,7,12,50,36,33,29,0,11,45,44,39,30,18,20,38,36,9,15,0,11,7,11,8,12,0,11,31,35,35,37,0,11,27,25,21,22,0,11,7,12,36,32,49,33,0,11,70,51,37,28,42,26,30,28,8,13,9,13,5,9,23,22,19,18,5,8,35,25,20,20,0.92867332382311,0,0.6,1
"1500000US390610210023",3.9061e+11,"Block Group 3, Census Tract 210.02, Hamilton County, Ohio",1086,190,534,112,552,118,1086,190,0,11,0,11,0,11,0,11,0,11,0,11,8,13,319,62,231,51,132,46,268,82,9,13,45,35,80,40,41,37,168,71,129,80,32,31,0,11,"76250","21122",41189,6873,0,11,"142000","12280",23,35,0,11,0,11,21,28,34,29,21,23,0,11,54,32,27,24,27,25,49,43,26,21,33,22,34,34,11,16,34,21,10,11,18,16,12,14,26,23,0,11,0,11,9,14,26,25,17,21,20,22,29,27,53,44,22,20,33,23,18,21,54,33,5,8,38,23,32,28,22,18,25,14,18,17,0.962593516209476,0,0.598039215686274,1
"1500000US390610210031",3.9061e+11,"Block Group 1, Census Tract 210.03, Hamilton County, Ohio",1294,219,573,158,721,129,1287,217,0,11,0,11,0,11,0,11,0,11,7,13,0,11,331,76,209,69,248,59,345,85,0,11,58,36,148,63,86,65,118,53,25,24,0,11,0,11,"62938","26354",28825,4596,7,12,"100400","8527",7,11,0,11,6,11,57,48,10,16,60,45,24,22,48,45,18,19,60,42,15,16,33,31,0,11,24,27,7,11,27,24,24,22,7,10,0,11,0,11,21,34,29,26,21,33,74,66,34,26,100,51,77,58,28,35,21,19,30,31,6,10,24,28,7,11,6,11,14,17,31,22,14,15,23,21,0.921985815602837,0,0.548387096774194,1
"1500000US390610210032",3.9061e+11,"Block Group 2, Census Tract 210.03, Hamilton County, Ohio",992,201,391,97,601,187,819,164,0,11,0,11,0,11,0,11,0,11,173,146,0,11,239,54,144,50,99,57,280,80,7,11,25,19,105,44,85,40,94,50,17,21,10,15,0,11,"63056","12163",22885,4668,30,30,"119300","4596",16,18,0,11,0,11,9,15,54,34,34,27,9,13,55,40,54,43,14,17,24,22,19,17,26,31,14,16,0,11,7,11,0,11,0,11,7,11,0,11,0,11,0,11,20,19,46,33,70,44,27,25,21,23,15,18,14,14,36,23,17,19,13,14,0,11,0,11,36,34,0,11,16,18,22,16,0.958461538461538,0,0.844660194174757,1
"1500000US390610210033",3.9061e+11,"Block Group 3, Census Tract 210.03, Hamilton County, Ohio",655,154,318,81,337,86,655,154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,181,45,148,45,50,28,128,54,42,32,92,52,51,42,18,29,73,42,44,30,0,11,0,11,"68512","10597",25535,4291,0,11,"120800","10531",15,16,6,10,10,15,0,11,8,12,42,28,7,12,9,15,16,17,33,32,45,39,0,11,0,11,14,15,19,19,7,11,0,11,14,17,0,11,0,11,8,13,0,11,25,24,9,15,41,26,0,11,17,19,32,26,36,39,32,23,0,11,17,17,8,12,7,11,7,11,21,18,7,12,7,11,0.984615384615385,0,0.459459459459459,1
"1500000US390610211011",3.9061e+11,"Block Group 1, Census Tract 211.01, Hamilton County, Ohio",1572,273,834,191,738,112,1572,273,0,11,0,11,0,11,0,11,0,11,0,11,89,134,449,64,403,68,98,41,182,59,14,15,77,45,131,73,108,45,279,83,150,73,45,42,25,18,"116806","20922",50351,6921,0,11,"236200","21950",63,44,10,15,9,14,78,67,13,19,16,24,17,26,49,38,91,53,88,39,35,21,16,17,56,35,27,23,16,18,34,26,16,18,8,12,7,12,9,14,0,11,0,11,7,10,20,22,13,19,30,33,50,35,94,50,92,44,57,34,23,21,60,40,7,11,38,30,44,30,8,12,0,11,8,12,0.978702807357212,0,0.55421686746988,1
"1500000US390610211012",3.9061e+11,"Block Group 2, Census Tract 211.01, Hamilton County, Ohio",1619,376,825,192,794,227,1544,379,6,8,0,11,8,12,0,11,42,65,19,29,61,71,482,111,418,110,134,53,338,115,32,39,48,29,132,90,107,56,387,123,102,64,0,11,0,11,"74561","10979",41985,11602,32,41,"172800","65481",8,13,0,11,14,21,48,39,53,46,25,29,27,30,73,80,35,26,103,53,66,33,48,36,63,26,9,14,18,28,21,19,36,24,13,15,0,11,56,53,10,16,0,11,9,14,61,51,27,30,59,81,0,11,49,35,109,60,83,46,67,40,42,25,13,15,8,12,38,26,20,19,14,16,7,11,0.965459140690817,0,0.495495495495495,1
"1500000US390610211013",3.9061e+11,"Block Group 3, Census Tract 211.01, Hamilton County, Ohio",1676,366,791,191,885,200,1630,365,22,24,0,11,0,11,0,11,0,11,24,34,0,11,474,91,453,95,68,47,277,94,19,23,82,44,116,51,129,51,303,120,86,48,0,11,0,11,"97685","16525",37811,8516,19,30,"194400","38779",0,11,8,15,7,12,23,27,17,25,19,31,85,60,9,13,106,52,55,57,66,33,35,28,6,10,16,19,7,11,51,35,35,23,7,11,0,11,34,33,0,11,0,11,26,28,0,11,19,30,78,62,37,31,112,56,73,59,74,35,30,28,33,30,7,11,28,26,42,25,21,19,0,11,8,13,0.940520446096654,0,0.444444444444444,1
"1500000US390610211021",3.9061e+11,"Block Group 1, Census Tract 211.02, Hamilton County, Ohio",1648,341,873,219,775,165,1454,338,13,21,0,11,63,52,0,11,105,138,13,21,93,139,456,95,304,104,119,82,513,208,0,11,50,39,57,55,85,57,264,94,42,39,26,33,0,11,"85136","16437",30524,6264,17,28,"163100","15176",25,30,0,11,0,11,73,47,44,50,55,54,53,50,38,37,51,41,55,43,111,89,0,11,14,22,12,20,0,11,28,31,0,11,26,32,29,34,13,20,16,25,0,11,15,25,33,39,42,51,11,18,65,58,41,39,117,90,72,52,14,23,0,11,12,20,13,21,29,32,90,81,0,11,46,42,0.941871026339691,0,0.372093023255814,1
"1500000US390610211022",3.9061e+11,"Block Group 2, Census Tract 211.02, Hamilton County, Ohio",2285,376,1069,197,1216,243,2285,376,0,11,0,11,0,11,0,11,0,11,0,11,0,11,659,99,599,98,106,59,463,134,30,47,151,68,91,74,78,52,483,158,208,92,25,22,12,20,"89554","52766",41766,7069,0,11,"230800","21633",39,35,0,11,13,21,64,77,0,11,12,21,57,47,68,49,79,61,105,59,129,71,73,78,26,31,27,31,12,21,71,54,43,37,0,11,31,34,27,31,18,28,0,11,34,36,39,43,30,35,81,49,60,58,107,65,99,57,57,43,73,90,69,51,13,21,45,48,38,35,0,11,82,61,15,25,1,0,0.48,1
"1500000US390610211023",3.9061e+11,"Block Group 3, Census Tract 211.02, Hamilton County, Ohio",1018,225,428,122,590,151,960,227,0,11,0,11,0,11,0,11,0,11,58,94,0,11,296,55,259,54,53,37,137,93,0,11,65,43,28,32,217,90,144,75,62,41,25,46,0,11,"88060","19416",37968,10830,0,11,"258300","42008",0,11,0,11,13,22,0,11,62,67,35,28,23,26,12,19,0,11,13,21,38,31,51,43,27,31,16,25,0,11,29,33,26,31,0,11,0,11,20,30,21,33,0,11,15,23,20,34,22,26,47,39,14,21,0,11,58,42,47,43,72,47,14,21,12,19,13,20,38,35,0,11,0,11,0,11,0.984034833091437,0,0,1
"1500000US390610211024",3.9061e+11,"Block Group 4, Census Tract 211.02, Hamilton County, Ohio",1290,290,567,148,723,192,1270,297,0,11,0,11,0,11,0,11,0,11,20,29,0,11,399,102,326,82,173,93,160,69,0,11,49,50,176,106,152,109,337,142,107,74,13,20,0,11,"72821","11417",39890,6608,0,11,"180900","38817",12,19,16,25,0,11,17,25,41,45,37,41,10,18,0,11,75,54,16,24,62,41,53,44,38,37,12,19,14,23,44,38,29,30,0,11,16,25,0,11,0,11,15,25,31,35,20,32,0,11,20,19,30,46,51,41,138,95,51,42,0,11,25,30,11,18,26,27,88,82,14,22,15,25,69,84,0.989054726368159,0,0,1
